2.5E-4,635.2
5.0E-4,253.8
7.5E-4,235.2
0.001,170.6
0.00125,165.6
0.0015,184.1
0.00175,164.0
0.002,156.5
0.00225,156.5
0.0025,152.0
0.00275,151.9
0.003,158.0
0.00325,149.9
0.0035,151.5
0.00375,157.2
0.004,157.8
0.00425,157.7
0.0045,153.7
0.00475,160.8
0.005,167.0
0.00525,160.5
0.0055,152.2
0.00575,165.5
0.006,161.5
0.00625,160.0
0.0065,155.2
0.00675,154.7
0.007,158.3
0.00725,160.1
0.0075,167.7
0.00775,156.0
0.008,172.2
0.00825,170.9
0.0085,164.8
0.00875,169.1
0.009,172.5
0.00925,169.3
0.0095,176.0
0.00975,166.8
0.01,176.7
